username,ownerage,genderowner,ownersmoking,ownercleanlinees,payment,deposit,term,available,utilities,features,building,featuresmore,location,petslivehere,agerange,gender,smoking,cleanliness,petsallowed,rooms,vacancy,internet,gym,placetype,pool,wifi,ageMin,ageMax,music,guests,drugs,lateNights,washer,dryer,furnished,kitchen,closet,air conditioner,heater,haspet,sleeppattern,alcohol,noise,socializing,cooking,latitude,longitude,foodpref
Luckymume,49,O,True, Moderately Clean,680,200,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Closet","House, 
4 Bedroom, 
2 Bath","Air conditioning, Basketball courts, Cable/satellite, Covered parking, Dishwasher, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Yard"," Austin, TX, 78735  ",True,30 - 99,F,True,"Clean, Average, Messy",True,4,4,True,False,House,False,True,30,99,True,True,False,True,True,True,False,True,True,True,True,,Early Bird,True,True,Very Social,5,30.2711286,-97.7436994,Non-Vegetarian
dmberry,50,M,True, Moderately Clean,"
700",250,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Walk-in closet","House, 
4 Bedroom, 
3 Bath","Air conditioning, Alarm system, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Storage, Tennis courts, Yard"," Austin, TX, 78754  ",True,25 - 39,A,True,"Clean, Average, Messy",True,4,4,True,True,House,True,True,25,39,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,1,30.2711286,-97.7436994,Non-Vegetarian
zookie,26,M,True, Moderately Clean,"
550",100,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Storage, Tennis courts, Yard"," Austin, TX, 78729  ",False,17 - 50,A,True,"Clean, Average, Messy",False,3,3,True,True,House,True,True,17,50,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,5,30.2711286,-97.7436994,Vegetarian
alico,38,O,False,Clean,"
900",500,Month to month,2016-12-01,N/A,"Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Storage, Tennis courts, Yard"," Hutto, TX, 78634  ",False,17 - 50,M,True,"Clean, Average",False,3,3,True,True,House,True,True,17,50,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,Very Social,5,30.5427638,-97.5468897,Vegan
Machel,46,M,True, Moderately Clean,"
400",0,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Storage, Tennis courts, Yard"," Taylor, TX, 76574  ",False,17 - 50,F,True,"Clean, Average",False,3,3,True,True,House,True,True,17,50,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,Moderately Social,3,30.571087,-97.409177,Vegetarian
Mrjoshua,50,F,True,Clean,"
700",100,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Storage, Tennis courts, Yard"," New Braunfels, TX, 78130  ",False,17 - 50,M,True,Clean,False,3,3,True,True,House,True,True,17,50,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,2,29.7028266,-98.1257347,Vegetarian
SoulLaughter,23,M,False, Moderately Clean,"
450",450,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Storage, Tennis courts, Yard"," New Braunfels, TX, 78132  ",False,17 - 50,M,True,"Clean, Average, Messy",False,3,3,True,True,House,True,True,17,50,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,Very Social,6,29.7028266,-98.1257347,Vegetarian
Movingman,49,F,True, Moderately Clean,"
500",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet, Master bedroom, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Yard"," Austin, TX, 78748  ",True,18 - 50,A,True,"Clean, Average",True,3,3,True,False,House,False,True,18,50,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,7,30.2711286,-97.7436994,Non-Vegetarian
Dre0311,25,F,True,Clean,"
750",750,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Closet","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Basketball courts, Dishwasher, Fireplace, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Kyle, TX, 78640  ",True,17 - 50,A,True,Clean,True,3,3,True,False,House,False,True,17,50,True,True,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,6,29.9892928,-97.8772102,Non-Vegetarian
JonnyB,54,F,False, Moderately Clean,"
800",0,Month to month,2016-12-01,"Electricity, Gas, Water","Private bedroom, Cable/satellite hookup, Closet, Furnished","House, 
3 Bedroom, 
1 Bath","Air conditioning, Cable/satellite, Dishwasher, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Austin, TX, 78845  ",True,17 - 50,F,True,"Clean, Average",True,3,3,True,False,House,False,True,17,50,True,True,True,True,True,True,True,True,True,True,True,,Early Bird,True,True,Very Social,6,30.2711286,-97.7436994,Vegan
PRESTIGE,49,M,False,Clean,"
700",100,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Closet, Telephone hookup, View","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Covered parking, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Storage, View, Yard"," Austin, TX, 78737  ",True,18 - 49,M,True,"Clean, Average",True,3,3,True,False,House,False,True,18,49,True,True,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,7,30.2711286,-97.7436994,Vegetarian
BKP,53,F,True,Clean,"
1050",300,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Telephone hookup","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, High speed Internet, Laundry facility, Microwave, Parking, Pool, Yard"," Georgetown, TX, 78626  ",True,17 - 50,F,True,"Clean, Average, Messy",True,3,3,True,False,House,True,True,17,50,True,True,True,True,True,False,True,True,True,True,True,,Early Bird,True,True,I keep to myself,5,30.671598,-97.6550065012,Non-Vegetarian
countrydude,23,M,True,Clean,"
450",250,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet, Telephone hookup","House, 
4 Bedroom, 
2.5 Bath","Air conditioning, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Yard"," New Braunfels, TX, 78130  ",True,20 - 30,A,True,"Clean, Average",True,4,4,True,False,House,False,True,20,30,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,Very Social,2,29.7028266,-98.1257347,Vegetarian
Emmittc2012,43,F,True, Moderately Clean,"
500",250,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, View","Townhouse/Condo, 
3 Bedroom, 
2.5 Bath","Balcony/patio, Cable/satellite, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking"," Cedar Park, TX, 78613  ",True,35 - 60,M,True,"Clean, Average",True,3,3,True,False,Townhouse/Condo,False,True,35,60,False,False,True,True,False,True,False,True,True,False,False,,Early Bird,True,True,Moderately Social,1,30.5217116,-97.8278329,Non-Vegetarian
Bgirl,34,M,True,Clean,"
700",200,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, View","House, 4 Bedroom, 2 Bath","Balcony/patio, Cable/satellite, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking"," New Braunfels, TX, 78130  ",False,17 - 50,A,True,"Clean, Average",False,4,4,True,False,House,False,True,17,50,False,False,True,True,False,True,False,True,True,False,False,,Early Bird,False,False,I keep to myself,6,29.7028266,-98.1257347,Vegan
fenixjt,31,M,True,Clean,"
850",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, Master bedroom, View, Walk-in closet","House, 
2 Bedroom, 
1 Bath","Air conditioning, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Fireplace, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, View, Yard"," Austin, TX, 78757  ",True,17 - 50,A,True,"Clean, Average",True,2,2,True,False,House,False,True,17,50,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,Very Social,6,30.2711286,-97.7436994,Non-Vegetarian
AnthonyJ,35,F,False,Clean,"
800",500,Month to month,2016-12-01,"Gas, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Closet, Furnished, Master bedroom, Private entrance, Telephone hookup, View, Walk-in closet","House, 
4 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Covered parking, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Spa/hot tub, Storage, Yard"," Pflugerville, TX, 78660  ",True,40 - 55,F,True,Clean,True,4,4,True,False,House,True,True,40,55,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,True,True,Moderately Social,0,30.4393696,-97.6200042,Vegetarian
Sammy28,22,M,True, Moderately Clean,"
900",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Closet, Private entrance, Walk-in closet","House, 
3 Bedroom, 
2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Yard"," Hutto, TX, 78634  ",True,22 - 35,M,True,"Clean, Average",True,3,3,True,False,House,False,True,22,35,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,3,30.5427638,-97.5468897,Non-Vegetarian
CDixon,34,F,False, Moderately Clean,"
500",100,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Telephone hookup","Apartment, 
2 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Dishwasher, Fireplace, Laundry facility, Washer/dryer in unit, Parking"," Austin, TX, 78727  ",True,25 - 99,F,True,"Clean, Average, Messy",True,2,2,False,False,Apartment,False,False,25,99,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,True,True,Very Social,6,30.2711286,-97.7436994,Vegan
Jerry89,35,M,False,Clean,"
800",100,Month to month,2016-12-01,N/A,"Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Telephone hookup","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Dishwasher, Fireplace, Laundry facility, Washer/dryer in unit, Parking"," Pflugerville, TX, 78660  ",False,17 - 50,M,True,"Clean, Average",False,4,4,False,False,House,False,False,17,50,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,False,False,Moderately Social,6,30.4393696,-97.6200042,Non-Vegetarian
LyndseyM,46,F,False,Clean,"
800",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Closet, Master bedroom, Walk-in closet","Townhouse/Condo, 
3 Bedroom, 
2.5 Bath","Air conditioning, Balcony/patio, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Austin, TX, 78729  ",True,17 - 50,F,True,"Clean, Average",True,3,3,True,False,Townhouse/Condo,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,1,30.2711286,-97.7436994,Vegan
MB11,52,M,False,Clean,"
600",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Closet","House, 
4 Bedroom, 
2.5 Bath","Air conditioning, Basketball courts, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Pool, Tennis courts, Yard"," Austin, TX, 78729  ",True,20 - 99,M,True,Clean,True,4,4,True,False,House,True,True,20,99,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,Very Social,4,30.2711286,-97.7436994,Vegan
haleyarthur,60,F,False, Moderately Clean,"
700",700,Month to month,2016-12-01,"Electricity, Water","Private bedroom, Private bathroom, Closet, Furnished, Walk-in closet","Townhouse/Condo, 
1 Bedroom, 
1 Bath","Air conditioning, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Yard"," Austin, TX, 78733  ",True,17 - 50,F,True,"Clean, Average",True,1,1,True,False,Townhouse/Condo,False,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,Moderately Social,1,30.2711286,-97.7436994,Vegetarian
matthewryan,50,M,False, Moderately Clean,"
700",700,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Closet, Furnished, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Yard"," Round Rock, TX, 78665  ",False,17 - 50,A,True,"Clean, Average",False,4,4,True,False,House,False,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,I keep to myself,7,30.508235,-97.6788933,Vegan
Kaliops,42,M,False,Clean,"
700",0,Month to month,2016-12-01,Trash pickup,"Private bedroom, Private bathroom, Closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Pool, Yard"," Pflugerville, TX, 78660  ",False,18 - 40,A,True,"Clean, Average",True,3,3,True,False,House,True,True,18,40,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,Very Social,0,30.4393696,-97.6200042,Vegan
Rene77,41,F,True, Moderately Clean,"
675",200,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Cable/satellite, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Yard"," Austin, TX, 78744  ",True,17 - 50,A,True,"Clean, Average, Messy",True,3,3,True,False,House,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,1,30.2711286,-97.7436994,Non-Vegetarian
SMorse86,22,O,True,Clean,"
750",500,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet","House, 4 Bedroom, 2 Bath","Air conditioning, Cable/satellite, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Yard"," Austin, TX, 78741  ",False,17 - 50,F,True,"Clean, Average, Messy",False,4,4,True,False,House,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,4,30.2711286,-97.7436994,Vegetarian
paulina5,25,M,False, Moderately Clean,"
500",500,Month to month,2016-12-01,N/A,"Private bedroom, Cable/satellite hookup, Closet","House, 4 Bedroom, 2 Bath","Air conditioning, Cable/satellite, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Yard"," Elgin, TX, 78621  ",False,17 - 50,A,True,"Clean, Average",False,4,4,True,False,House,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,Very Social,2,30.349351,-97.3705761,Non-Vegetarian
Sydneycarton,53,F,False, Moderately Clean,600,600,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet","House, 4 Bedroom, 2 Bath","Air conditioning, Cable/satellite, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Yard"," Austin, TX, 78745  ",False,17 - 50,M,True,"Clean, Average, Messy",False,4,4,True,False,House,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,Moderately Social,7,30.2711286,-97.7436994,Non-Vegetarian
andyaustin,43,O,True,Clean,"
600",400,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Closet","House, 
4 Bedroom, 
2 Bath","Air conditioning, Dishwasher, Fireplace, Garage, High speed Internet, Microwave, Parking, Storage, Yard"," Georgetown, TX, 78628  ",True,21 - 30,A,True,"Clean, Average",True,4,4,True,False,House,False,True,21,30,False,False,True,True,False,False,False,True,True,True,True,,Early Bird,True,True,I keep to myself,1,30.671598,-97.6550065012,Vegan
DavidCPhoto,33,M,False,Clean,"
600",300,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Closet, Furnished, Telephone hookup","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Basketball courts, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Manor, TX, 78653  ",False,17 - 50,M,True,"Clean, Average",True,3,3,True,False,House,False,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,Very Social,0,30.3407629,-97.5569455,Vegetarian
MollyL,17,F,False,Clean,"
700",700,Month to month,2016-12-01,N/A,"Private bedroom, Balcony/patio, Closet, Furnished, Telephone hookup","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Basketball courts, Dishwasher, High speed Internet, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Buda, TX, 78610  ",False,17 - 50,M,True,"Clean, Average",False,4,4,True,False,House,False,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,Moderately Social,0,30.0852135,-97.8402826,Vegan
cody55,24,F,False,Clean,"
600",300,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished","House, 
3 Bedroom, 
2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Fort Worth, TX, 76137  ",True,17 - 50,F,True,"Clean, Average",True,3,3,True,False,House,False,True,17,50,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,True,True,Moderately Social,1,32.753177,-97.3327458,Vegan
